product,campaign_type,campaign,channel,date,conversions
product a,always on,always on,google - non-branded search,2021-07-08,1032.5210037311213
product a,always on,always on,google - non-branded search,2021-07-09,1030.610940767901
product a,always on,always on,google - non-branded search,2021-07-10,957.90638871163446
product a,always on,always on,google - non-branded search,2021-07-11,1004.2141286083597
product a,always on,always on,google - non-branded search,2021-07-12,2840.845463886425
product a,always on,always on,google - non-branded search,2021-07-13,1027.9696839351163
product a,always on,always on,google - non-branded search,2021-07-14,985.16014800522373
product a,always on,always on,google - non-branded search,2021-07-15,995.3809761534352
product a,always on,always on,google - non-branded search,2021-07-16,1001.7519213417658
product a,always on,always on,google - non-branded search,2021-07-17,1011.7959760075873
product a,always on,always on,google - non-branded search,2021-07-18,1036.7519069153725
product a,always on,always on,google - non-branded search,2021-07-19,2799.283751360922
product a,always on,always on,google - non-branded search,2021-07-20,1021.1369594452779
product a,always on,always on,google - non-branded search,2021-07-21,1056.9120872572223
product a,always on,always on,google - non-branded search,2021-07-22,922.72288529614445
product a,always on,always on,google - non-branded search,2021-07-23,940.1565998175306
product a,always on,always on,google - non-branded search,2021-07-24,981.52756053711391
product a,always on,always on,google - non-branded search,2021-07-25,1033.4532863764521
product a,always on,always on,google - non-branded search,2021-07-26,2748.5434620833216
product a,always on,always on,google - non-branded search,2021-07-27,1031.0478288346771
product a,always on,always on,google - non-branded search,2021-07-28,1029.4234055601432
product a,always on,always on,google - non-branded search,2021-07-29,953.12136820604815
product a,always on,always on,google - non-branded search,2021-07-30,1012.9769492115039
product a,always on,always on,google - non-branded search,2021-07-31,1022.3178136082568
product a,always on,always on,google - non-branded search,2021-08-01,1027.8255301196332
product a,always on,always on,google - non-branded search,2021-08-02,2747.5328507737963
product a,always on,always on,google - non-branded search,2021-08-03,974.76988195708236
product a,always on,always on,google - non-branded search,2021-08-04,993.69251522450963
product a,always on,always on,google - non-branded search,2021-08-05,970.84586902553269
product a,always on,always on,google - non-branded search,2021-08-06,940.91614977412121
product a,always on,always on,google - non-branded search,2021-08-07,1004.1892045304836
product a,always on,always on,google - non-branded search,2021-08-08,968.623754747055
product a,always on,always on,google - non-branded search,2021-08-09,2786.1054188159769
product a,always on,always on,google - non-branded search,2021-08-10,956.65570584164357
product a,always on,always on,google - non-branded search,2021-08-11,867.87906877135822
product a,always on,always on,google - non-branded search,2021-08-12,984.18827254394978
product a,always on,always on,google - non-branded search,2021-08-13,1024.7915073002221
product a,always on,always on,google - non-branded search,2021-08-14,1025.245352249548
product a,always on,always on,google - non-branded search,2021-08-15,1006.8575500254148
product a,always on,always on,google - non-branded search,2021-08-16,2735.2718031524246
product a,always on,always on,google - non-branded search,2021-08-17,936.98397942867268
product a,always on,always on,google - non-branded search,2021-08-18,955.42209278903306
product a,always on,always on,google - non-branded search,2021-08-19,1022.5504029007889
product a,always on,always on,google - non-branded search,2021-08-20,995.14546752965953
product a,always on,always on,google - non-branded search,2021-08-21,989.23816960017859
product a,always on,always on,google - non-branded search,2021-08-22,958.70715853104321
product a,always on,always on,google - non-branded search,2021-08-23,2870.5647286825074
product a,always on,always on,google - non-branded search,2021-08-24,1041.475128665433
product a,always on,always on,google - non-branded search,2021-08-25,928.64394121186808
product a,always on,always on,google - non-branded search,2021-08-26,1005.0444604504141
product a,always on,always on,google - non-branded search,2021-08-27,1014.8017436860699
product a,always on,always on,google - non-branded search,2021-08-28,983.98112366113855
product a,always on,always on,google - non-branded search,2021-08-29,1003.6157890822833
product a,always on,always on,google - non-branded search,2021-08-30,2764.8575087886711
product a,always on,always on,google - non-branded search,2021-08-31,992.9904084759014
product a,always on,always on,google - non-branded search,2021-09-01,1018.4323156822717
product a,always on,always on,google - non-branded search,2021-09-02,1023.4695120684769
product a,always on,always on,google - non-branded search,2021-09-03,1014.7287474736698
product a,always on,always on,google - non-branded search,2021-09-04,1000.3424867967597
product a,always on,always on,google - non-branded search,2021-09-05,1020.3766449386637
product a,always on,always on,google - non-branded search,2021-09-06,2741.9879790199948
product a,always on,always on,google - non-branded search,2021-09-07,963.23382530693061
product a,always on,always on,google - non-branded search,2021-09-08,999.95897583964972
product a,always on,always on,google - non-branded search,2021-09-09,1005.6349488678395
product a,always on,always on,google - non-branded search,2021-09-10,1021.6671886020814
product a,always on,always on,google - non-branded search,2021-09-11,1082.3625066208656
product a,always on,always on,google - non-branded search,2021-09-12,965.976586710414
product a,always on,always on,google - non-branded search,2021-09-13,2776.1509259316172
product a,always on,always on,google - non-branded search,2021-09-14,1001.3631530967308
product a,always on,always on,google - non-branded search,2021-09-15,978.82906655573447
product a,always on,always on,google - non-branded search,2021-09-16,989.18451866418354
product a,always on,always on,google - non-branded search,2021-09-17,942.005239979707
product a,always on,always on,google - non-branded search,2021-09-18,929.10602270762877
product a,always on,always on,google - non-branded search,2021-09-19,992.07208230971355
product a,always on,always on,google - non-branded search,2021-09-20,2793.5414957794146
product a,always on,always on,google - non-branded search,2021-09-21,929.74866075569923
product a,always on,always on,google - non-branded search,2021-09-22,975.85051363299124
product a,always on,always on,google - non-branded search,2021-09-23,966.10378855808358
product a,always on,always on,google - non-branded search,2021-09-24,977.65804930862862
product a,always on,always on,google - non-branded search,2021-09-25,1019.3550934792144
product a,always on,always on,google - non-branded search,2021-09-26,1078.9345593800763
product a,always on,always on,google - non-branded search,2021-09-27,2707.3588096574772
product a,always on,always on,google - non-branded search,2021-09-28,1048.0386629805091
product a,always on,always on,google - non-branded search,2021-09-29,971.76651574407356
product a,always on,always on,google - non-branded search,2021-09-30,1013.8944079971908
product a,always on,always on,google - non-branded search,2021-10-01,991.64916076019654
product a,always on,always on,google - non-branded search,2021-10-02,973.11057769796128
product a,always on,always on,google - non-branded search,2021-10-03,1015.5384135485485
product a,always on,always on,google - non-branded search,2021-10-04,2788.0945153359544
product a,always on,always on,google - non-branded search,2021-10-05,1062.792920010419
product a,always on,always on,google - non-branded search,2021-10-06,971.83036553372858
product a,always on,always on,google - non-branded search,2021-10-07,1030.6268447276871
product a,always on,always on,google - non-branded search,2021-10-08,1049.9768912071909
product a,always on,always on,google - non-branded search,2021-10-09,916.83293422174972
product a,always on,always on,google - non-branded search,2021-10-10,992.00071629423064
product a,always on,always on,google - non-branded search,2021-10-11,2791.9099190973984
product a,always on,always on,google - non-branded search,2021-10-12,963.17713259710263
product a,always on,always on,google - non-branded search,2021-10-13,998.89420800886046
product a,always on,always on,google - non-branded search,2021-10-14,1013.1406095140892
product a,always on,always on,google - non-branded search,2021-10-15,992.69160101456077
product a,always on,always on,google - non-branded search,2021-10-16,999.89194149825141
product a,always on,always on,google - non-branded search,2021-10-17,993.13791616418814
product a,always on,always on,google - non-branded search,2021-10-18,2765.8115289506486
product a,always on,always on,google - non-branded search,2021-10-19,949.15812470811454
product a,always on,always on,google - non-branded search,2021-10-20,1031.1495454184633
product a,always on,always on,google - non-branded search,2021-10-21,953.82710153168023
product a,always on,always on,google - non-branded search,2021-10-22,928.73025433674911
product a,always on,always on,google - non-branded search,2021-10-23,987.23283492762289
product a,always on,always on,google - non-branded search,2021-10-24,1021.7782076965985
product a,always on,always on,google - non-branded search,2021-10-25,2866.6315922567319
product a,always on,always on,google - non-branded search,2021-10-26,929.46530393638488
product a,always on,always on,google - non-branded search,2021-10-27,974.77947908083115
product a,always on,always on,google - non-branded search,2021-10-28,968.96040416306823
product a,always on,always on,google - non-branded search,2021-10-29,1016.2037038688807
product a,always on,always on,google - non-branded search,2021-10-30,1041.3510490119832
product a,always on,always on,google - non-branded search,2021-10-31,1046.7174382543283
product a,always on,always on,google - non-branded search,2021-11-01,2813.7503473586539
product a,always on,always on,google - non-branded search,2021-11-02,1012.4483704309432
product a,always on,always on,google - non-branded search,2021-11-03,968.20066376495072
product a,always on,always on,google - non-branded search,2021-11-04,1034.9787763176964
product a,always on,always on,google - non-branded search,2021-11-05,943.45269290191322
product a,always on,always on,google - non-branded search,2021-11-06,1030.3112902975843
product a,always on,always on,google - non-branded search,2021-11-07,937.07233538392393
product a,always on,always on,google - non-branded search,2021-11-08,2691.8421218651497
product a,always on,always on,google - non-branded search,2021-11-09,959.81663555350519
product a,always on,always on,google - non-branded search,2021-11-10,1040.8650034132686
product a,always on,always on,google - non-branded search,2021-11-11,1011.9380469484898
product a,always on,always on,google - non-branded search,2021-11-12,1011.0046606451748
product a,always on,always on,google - non-branded search,2021-11-13,887.22997659764053
product a,always on,always on,google - non-branded search,2021-11-14,974.92421097406054
product a,always on,always on,google - non-branded search,2021-11-15,2713.8063228914375
product a,always on,always on,google - non-branded search,2021-11-16,1047.5997721952524
product a,always on,always on,google - non-branded search,2021-11-17,1010.608513209799
product a,always on,always on,google - non-branded search,2021-11-18,1009.6789122778509
product a,always on,always on,google - non-branded search,2021-11-19,993.3728571939015
product a,always on,always on,google - non-branded search,2021-11-20,953.4801548824712
product a,always on,always on,google - non-branded search,2021-11-21,951.57366611098064
product a,always on,always on,google - non-branded search,2021-11-22,2820.4686349130297
product a,always on,always on,google - non-branded search,2021-11-23,1023.6428520319988
product a,always on,always on,google - non-branded search,2021-11-24,1038.4734153829404
product a,always on,always on,google - non-branded search,2021-11-25,1069.1820173037856
product a,always on,always on,google - non-branded search,2021-11-26,971.65004006708216
product a,always on,always on,google - non-branded search,2021-11-27,964.19180443084258
product a,always on,always on,google - non-branded search,2021-11-28,919.91991034102728
product a,always on,always on,google - non-branded search,2021-11-29,2776.3503930377578
product a,always on,always on,google - non-branded search,2021-11-30,899.08434882552706
product a,always on,always on,google - non-branded search,2021-12-01,1007.1586867770036
product a,always on,always on,google - non-branded search,2021-12-02,992.07880762218042
product a,always on,always on,google - non-branded search,2021-12-03,991.24081543194029
product a,always on,always on,google - non-branded search,2021-12-04,969.598535804024
product a,always on,always on,google - non-branded search,2021-12-05,914.43323503692727
product a,always on,always on,google - non-branded search,2021-12-06,2776.6736371895067
product a,always on,always on,google - non-branded search,2021-12-07,1108.5747674472
product a,always on,always on,google - non-branded search,2021-12-08,1008.0907656157109
product a,always on,always on,google - non-branded search,2021-12-09,962.32436470845539
product a,always on,always on,google - non-branded search,2021-12-10,975.046874138167
product a,always on,always on,google - non-branded search,2021-12-11,972.0504250648587
product a,always on,always on,google - non-branded search,2021-12-12,1062.3977540611793
product a,always on,always on,google - non-branded search,2021-12-13,2793.6969288398323
product a,always on,always on,google - non-branded search,2021-12-14,964.47401536953885
product a,always on,always on,google - non-branded search,2021-12-15,945.00123687477435
product a,always on,always on,google - non-branded search,2021-12-16,969.22694731997046
product a,always on,always on,google - non-branded search,2021-12-17,969.62061541838807
product a,always on,always on,google - non-branded search,2021-12-18,1050.2003119668277
product a,always on,always on,google - non-branded search,2021-12-19,994.5259951423858
product a,always on,always on,google - non-branded search,2021-12-20,2797.7476093381
product a,always on,always on,google - non-branded search,2021-12-21,916.53876649477388
product a,always on,always on,google - non-branded search,2021-12-22,1033.3954991321568
product a,always on,always on,google - non-branded search,2021-12-23,1015.0546839977895
product a,always on,always on,google - non-branded search,2021-12-24,961.0746226532624
product a,always on,always on,google - non-branded search,2021-12-25,997.4698269194779
product a,always on,always on,google - non-branded search,2021-12-26,977.82593257113592
product a,always on,always on,google - non-branded search,2021-12-27,2806.8214662114706
product a,always on,always on,google - non-branded search,2021-12-28,1044.3653912968534
product a,always on,always on,google - non-branded search,2021-12-29,962.70156461126976
product a,always on,always on,google - non-branded search,2021-12-30,1008.4476182419573
product a,always on,always on,google - non-branded search,2021-12-31,1041.6035091134661
product a,always on,always on,google - non-branded search,2022-01-01,915.13849075901476
product a,always on,always on,google - non-branded search,2022-01-02,997.10593180935041
product a,always on,always on,google - non-branded search,2022-01-03,2813.9193317511767
product a,always on,always on,google - non-branded search,2022-01-04,948.66553691435206
product a,always on,always on,google - non-branded search,2022-01-05,994.41046371041648
product a,always on,always on,google - non-branded search,2022-01-06,951.41358407010455
product a,always on,always on,google - non-branded search,2022-01-07,1007.4233355628605
product a,always on,always on,google - non-branded search,2022-01-08,966.50291156664116
product a,always on,always on,google - non-branded search,2022-01-09,1004.4740541837097
product a,always on,always on,google - non-branded search,2022-01-10,2742.5965421853757
product a,always on,always on,google - non-branded search,2022-01-11,986.81782828361111
product a,always on,always on,google - non-branded search,2022-01-12,996.53324233722878
product a,always on,always on,google - non-branded search,2022-01-13,928.71442208314306
product a,always on,always on,google - non-branded search,2022-01-14,1042.8888958480127
product a,always on,always on,google - non-branded search,2022-01-15,957.73061586210179
product a,always on,always on,google - non-branded search,2022-01-16,980.01307092584534
product a,always on,always on,google - non-branded search,2022-01-17,2847.1882843176058
product a,always on,always on,google - non-branded search,2022-01-18,973.47647591198177
product a,always on,always on,google - non-branded search,2022-01-19,1072.2436545613011
product a,always on,always on,google - non-branded search,2022-01-20,1041.4456928252403
product a,always on,always on,google - non-branded search,2022-01-21,995.896344784942
product a,always on,always on,google - non-branded search,2022-01-22,1019.2655295690504
product a,always on,always on,google - non-branded search,2022-01-23,924.14589805080288
product a,always on,always on,google - non-branded search,2022-01-24,2797.9207523440955
product a,always on,always on,google - non-branded search,2022-01-25,998.93792389159648
product a,always on,always on,google - non-branded search,2022-01-26,996.83618186690251
product a,always on,always on,google - non-branded search,2022-01-27,949.03807761913606
product a,always on,always on,google - non-branded search,2022-01-28,966.68607160108559
product a,always on,always on,google - non-branded search,2022-01-29,940.39894731584354
product a,always on,always on,google - non-branded search,2022-01-30,1021.6859068118546
product a,always on,always on,google - non-branded search,2022-01-31,2839.7838193026478
product a,always on,always on,google - non-branded search,2022-02-01,1025.6892433711946
product a,always on,always on,google - non-branded search,2022-02-02,977.69289278137114
product a,always on,always on,google - non-branded search,2022-02-03,966.59743425012255
product a,always on,always on,google - non-branded search,2022-02-04,1070.9681014369971
product a,always on,always on,google - non-branded search,2022-02-05,1016.8163960364687
product a,always on,always on,google - non-branded search,2022-02-06,990.66775156698429
product a,always on,always on,google - non-branded search,2022-02-07,2831.8160618127904
product a,always on,always on,google - non-branded search,2022-02-08,1004.1317248400038
product a,always on,always on,google - non-branded search,2022-02-09,949.49230656837847
product a,always on,always on,google - non-branded search,2022-02-10,993.23000407393351
product a,always on,always on,google - non-branded search,2022-02-11,1026.6709152075855
product a,always on,always on,google - non-branded search,2022-02-12,972.09704063276047
product a,always on,always on,google - non-branded search,2022-02-13,983.48296423415866
product a,always on,always on,google - non-branded search,2022-02-14,2833.7186523122068
product a,always on,always on,google - non-branded search,2022-02-15,918.95627899267868
product a,always on,always on,google - non-branded search,2022-02-16,1006.3838726898953
product a,always on,always on,google - non-branded search,2022-02-17,913.55197616214639
product a,always on,always on,google - non-branded search,2022-02-18,1040.9854036640531
product a,always on,always on,google - non-branded search,2022-02-19,1048.9546948674495
product a,always on,always on,google - non-branded search,2022-02-20,930.92225951273213
product a,always on,always on,google - non-branded search,2022-02-21,2710.3531578093834
product a,always on,always on,google - non-branded search,2022-02-22,1003.9304036341401
product a,always on,always on,google - non-branded search,2022-02-23,1005.1399653562673
product a,always on,always on,google - non-branded search,2022-02-24,975.9303165811566
product a,always on,always on,google - non-branded search,2022-02-25,983.686718701225
product a,always on,always on,google - non-branded search,2022-02-26,906.28434957729337
product a,always on,always on,google - non-branded search,2022-02-27,1022.0507967402521
product a,always on,always on,google - non-branded search,2022-02-28,2768.8678806007906
product a,always on,always on,google - non-branded search,2022-03-01,1037.1246267676647
product a,always on,always on,google - non-branded search,2022-03-02,943.6200663122562
product a,always on,always on,google - non-branded search,2022-03-03,972.4064289426243
product a,always on,always on,google - non-branded search,2022-03-04,1041.3289650212066
product a,always on,always on,google - non-branded search,2022-03-05,890.18738080620926
product a,always on,always on,google - non-branded search,2022-03-06,962.36007160648637
product a,always on,always on,google - non-branded search,2022-03-07,2861.7779853542074
product a,always on,always on,google - non-branded search,2022-03-08,996.55332213145391
product a,always on,always on,google - non-branded search,2022-03-09,979.86224634868313
product a,always on,always on,google - non-branded search,2022-03-10,980.49328618222512
product a,always on,always on,google - non-branded search,2022-03-11,968.86156456238643
product a,always on,always on,google - non-branded search,2022-03-12,1019.2897833543047
product a,always on,always on,google - non-branded search,2022-03-13,958.960269632811
product a,always on,always on,google - non-branded search,2022-03-14,2798.473718550822
product a,always on,always on,google - non-branded search,2022-03-15,1018.9147214424072
product a,always on,always on,google - non-branded search,2022-03-16,980.87351386354328
product a,always on,always on,google - non-branded search,2022-03-17,998.09267337635981
product a,always on,always on,google - non-branded search,2022-03-18,1011.1826164050974
product a,always on,always on,google - non-branded search,2022-03-19,1043.1697339568293
product a,always on,always on,google - non-branded search,2022-03-20,1006.02626106741
product a,always on,always on,google - non-branded search,2022-03-21,2747.7844171315533
product a,always on,always on,google - non-branded search,2022-03-22,964.18490891034639
product a,always on,always on,google - non-branded search,2022-03-23,1041.6454325378988
product a,always on,always on,google - non-branded search,2022-03-24,1029.649738188446
product a,always on,always on,google - non-branded search,2022-03-25,1042.479066160608
product a,always on,always on,google - non-branded search,2022-03-26,901.76387996917958
product a,always on,always on,google - non-branded search,2022-03-27,909.14392507734965
product a,always on,always on,google - non-branded search,2022-03-28,2815.5474733728947
product a,always on,always on,google - non-branded search,2022-03-29,990.2323617544298
product a,always on,always on,google - non-branded search,2022-03-30,980.683412113666
product a,always on,always on,google - non-branded search,2022-03-31,990.71839674502769
product a,always on,always on,google - non-branded search,2022-04-01,992.98876888541
product a,always on,always on,google - non-branded search,2022-04-02,971.96515239562245
product a,always on,always on,google - non-branded search,2022-04-03,904.61404078196006
product a,always on,always on,google - non-branded search,2022-04-04,2881.1403245707961
product a,always on,always on,google - non-branded search,2022-04-05,990.007193947646
product a,always on,always on,google - non-branded search,2022-04-06,937.989931065615
product a,always on,always on,google - non-branded search,2022-04-07,1010.0147489702703
product a,always on,always on,google - non-branded search,2022-04-08,948.50217007418576
product a,always on,always on,google - non-branded search,2022-04-09,1070.7080905135531
product a,always on,always on,google - non-branded search,2022-04-10,1050.3579113354806
product a,always on,always on,google - non-branded search,2022-04-11,2835.3452726294954
product a,always on,always on,google - non-branded search,2022-04-12,980.60037303464
product a,always on,always on,google - non-branded search,2022-04-13,1008.3221281187247
product a,always on,always on,google - non-branded search,2022-04-14,1036.2216406380635
product a,always on,always on,google - non-branded search,2022-04-15,1009.3438669357201
product a,always on,always on,google - non-branded search,2022-04-16,991.48843850526691
product a,always on,always on,google - non-branded search,2022-04-17,995.07304838680534
product a,always on,always on,google - non-branded search,2022-04-18,2778.9862262987517
product a,always on,always on,google - non-branded search,2022-04-19,932.97348961021817
product a,always on,always on,google - non-branded search,2022-04-20,992.55642435180448
product a,always on,always on,google - non-branded search,2022-04-21,993.68638842877453
product a,always on,always on,google - non-branded search,2022-04-22,968.72258332574961
product a,always on,always on,google - non-branded search,2022-04-23,1060.8860395295387
product a,always on,always on,google - non-branded search,2022-04-24,1044.7733381776075
product a,always on,always on,google - non-branded search,2022-04-25,2739.1309588693894
product a,always on,always on,google - non-branded search,2022-04-26,986.51722292017257
product a,always on,always on,google - non-branded search,2022-04-27,1004.4961289451712
product a,always on,always on,google - non-branded search,2022-04-28,1014.3183002633892
product a,always on,always on,google - non-branded search,2022-04-29,948.67754016391666
product a,always on,always on,google - non-branded search,2022-04-30,1025.2378197951896
product a,always on,always on,google - non-branded search,2022-05-01,967.78102634241486
product a,always on,always on,google - non-branded search,2022-05-02,2828.8225327437021
product a,always on,always on,google - non-branded search,2022-05-03,1023.7476267435735
product a,always on,always on,google - non-branded search,2022-05-04,965.85637391049545
product a,always on,always on,google - non-branded search,2022-05-05,995.89453121283793
product a,always on,always on,google - non-branded search,2022-05-06,993.138567772868
product a,always on,always on,google - non-branded search,2022-05-07,1005.5946493370511
product a,always on,always on,google - non-branded search,2022-05-08,975.92606270474153
product a,always on,always on,google - non-branded search,2022-05-09,2806.5579673042844
product a,always on,always on,google - non-branded search,2022-05-10,983.20344049754738
product a,always on,always on,google - non-branded search,2022-05-11,987.93857914976945
product a,always on,always on,google - non-branded search,2022-05-12,1005.1765877740265
product a,always on,always on,google - non-branded search,2022-05-13,1061.2437699376503
product a,always on,always on,google - non-branded search,2022-05-14,1009.2916621438222
product a,always on,always on,google - non-branded search,2022-05-15,946.90902908399426
product a,always on,always on,google - non-branded search,2022-05-16,2837.4533445114776
product a,always on,always on,google - non-branded search,2022-05-17,989.71867574839632
product a,always on,always on,google - non-branded search,2022-05-18,899.49388939691721
product a,always on,always on,google - non-branded search,2022-05-19,961.62880202931387
product a,always on,always on,google - non-branded search,2022-05-20,1020.0023964711335
product a,always on,always on,google - non-branded search,2022-05-21,1049.1586452783126
product a,always on,always on,google - non-branded search,2022-05-22,919.857193808345
product a,always on,always on,google - non-branded search,2022-05-23,2836.0079376187646
product a,always on,always on,google - non-branded search,2022-05-24,1008.288574131271
product a,always on,always on,google - non-branded search,2022-05-25,923.73048270944582
product a,always on,always on,google - non-branded search,2022-05-26,1026.8367262737627
product a,always on,always on,google - non-branded search,2022-05-27,993.2128994272972
product a,always on,always on,google - non-branded search,2022-05-28,959.511779675597
product a,always on,always on,google - non-branded search,2022-05-29,962.95711275042675
product a,always on,always on,google - non-branded search,2022-05-30,2803.8556166519138
product a,always on,always on,google - non-branded search,2022-05-31,935.41115070938076
product a,always on,always on,google - non-branded search,2022-06-01,980.270221824508
product a,always on,always on,google - non-branded search,2022-06-02,997.03966159720289
product a,always on,always on,google - non-branded search,2022-06-03,969.84357168647432
product a,always on,always on,google - non-branded search,2022-06-04,992.59863781630315
product a,always on,always on,google - non-branded search,2022-06-05,1010.5482280734824
product a,always on,always on,google - non-branded search,2022-06-06,2822.0252399625174
product a,always on,always on,google - non-branded search,2022-06-07,914.0561471558924
product a,always on,always on,google - non-branded search,2022-06-08,976.24842893968628
product a,always on,always on,google - non-branded search,2022-06-09,1034.9093260994589
product a,always on,always on,google - non-branded search,2022-06-10,991.94153806550082
product a,always on,always on,google - non-branded search,2022-06-11,1029.81116972088
product a,always on,always on,google - non-branded search,2022-06-12,1003.4554464044509
product a,always on,always on,google - non-branded search,2022-06-13,2786.1426712219154
product a,always on,always on,google - non-branded search,2022-06-14,1019.8679101321453
product a,always on,always on,google - non-branded search,2022-06-15,964.75611449863027
product a,always on,always on,google - non-branded search,2022-06-16,934.73900840138356
product a,always on,always on,google - non-branded search,2022-06-17,998.71111106273258
product a,always on,always on,google - non-branded search,2022-06-18,1087.2425536874671
product a,always on,always on,google - non-branded search,2022-06-19,911.66930309564646
product a,always on,always on,google - non-branded search,2022-06-20,2761.8294559933497
product a,always on,always on,google - non-branded search,2022-06-21,975.29557819967215
product a,always on,always on,google - non-branded search,2022-06-22,981.58395397616459
product a,always on,always on,google - non-branded search,2022-06-23,978.03097183070884
product a,always on,always on,google - non-branded search,2022-06-24,1000.8312531548426
product a,always on,always on,google - non-branded search,2022-06-25,884.89706571180682
product a,always on,always on,google - non-branded search,2022-06-26,923.5679470438854
product a,always on,always on,google - non-branded search,2022-06-27,2681.262480705253
product a,always on,always on,google - non-branded search,2022-06-28,1011.7075968030708
product a,always on,always on,google - non-branded search,2022-06-29,871.09003601333359
product a,always on,always on,google - non-branded search,2022-06-30,964.29101830592435
product a,always on,always on,google - non-branded search,2022-07-01,1014.0486319910653
product a,always on,always on,google - non-branded search,2022-07-02,1012.0213113585662
product a,always on,always on,google - non-branded search,2022-07-03,945.12334621629873
product a,always on,always on,google - non-branded search,2022-07-04,2705.4914428288985
product a,always on,always on,google - non-branded search,2022-07-05,970.78844773194692
product a,always on,always on,google - non-branded search,2022-07-06,1013.3064268552441
product a,always on,always on,google - non-branded search,2022-07-07,921.347405535788
product a,always on,always on,google - non-branded search,2022-07-08,1015.6155025937923
product a,always on,always on,google - non-branded search,2022-07-09,945.21816016022581
product a,always on,always on,google - non-branded search,2022-07-10,969.5560128839337
product a,always on,always on,google - non-branded search,2022-07-11,2786.5972628528839
product a,always on,always on,google - non-branded search,2022-07-12,1018.5032765342609
product a,always on,always on,google - non-branded search,2022-07-13,990.67527441154959
product a,always on,always on,google - non-branded search,2022-07-14,986.120158303385
product a,always on,always on,google - non-branded search,2022-07-15,981.50318978398468
product a,always on,always on,google - non-branded search,2022-07-16,1018.6599681332254
product a,always on,always on,google - non-branded search,2022-07-17,961.69294460140406
product a,always on,always on,google - non-branded search,2022-07-18,2864.49460642095
product a,always on,always on,google - non-branded search,2022-07-19,944.73732789742144
product a,always on,always on,google - non-branded search,2022-07-20,955.73672040423969
product a,always on,always on,google - non-branded search,2022-07-21,982.77902209458227
product a,always on,always on,google - non-branded search,2022-07-22,1004.8243050247036
product a,always on,always on,google - non-branded search,2022-07-23,1045.8472483091439
product a,always on,always on,google - non-branded search,2022-07-24,999.78877814222255
product a,always on,always on,google - non-branded search,2022-07-25,2761.2366368972002
product a,always on,always on,google - non-branded search,2022-07-26,1007.915288415939
product a,always on,always on,google - non-branded search,2022-07-27,1012.3185385649841
product a,always on,always on,google - non-branded search,2022-07-28,1013.6760280746058
product a,always on,always on,google - non-branded search,2022-07-29,984.85074848568127
product a,always on,always on,google - non-branded search,2022-07-30,900.61746591260055
product a,always on,always on,google - non-branded search,2022-07-31,1015.3397788958628
product a,always on,always on,google - non-branded search,2022-08-01,2705.7358879092581
product a,always on,always on,google - non-branded search,2022-08-02,1030.5643447923587
product a,always on,always on,google - non-branded search,2022-08-03,998.1875313615493
product a,always on,always on,google - non-branded search,2022-08-04,1010.1280796792846
product a,always on,always on,google - non-branded search,2022-08-05,977.01830950822625
product a,always on,always on,google - non-branded search,2022-08-06,1060.5883639809958
product a,always on,always on,google - non-branded search,2022-08-07,988.13649218253806
product a,always on,always on,google - non-branded search,2022-08-08,2804.0986249063726
product a,always on,always on,google - non-branded search,2022-08-09,1037.9059086493171
product a,always on,always on,google - non-branded search,2022-08-10,989.89466556994307
product a,always on,always on,google - non-branded search,2022-08-11,998.076096794932
product a,always on,always on,google - non-branded search,2022-08-12,1021.2362475323954
product a,always on,always on,google - non-branded search,2022-08-13,980.42509534405485
product a,always on,always on,google - non-branded search,2022-08-14,1033.5154176417855
product a,always on,always on,google - non-branded search,2022-08-15,2779.5714013327756
product a,always on,always on,google - non-branded search,2022-08-16,976.42615866747974
product a,always on,always on,google - non-branded search,2022-08-17,1004.957848327695
product a,always on,always on,google - non-branded search,2022-08-18,979.3677046214907
product a,always on,always on,google - non-branded search,2022-08-19,975.95092274306
product a,always on,always on,google - non-branded search,2022-08-20,1034.5349905865803
product a,always on,always on,google - non-branded search,2022-08-21,1012.3307985942823
product a,always on,always on,google - non-branded search,2022-08-22,2775.6378691545247
product a,always on,always on,google - non-branded search,2022-08-23,1005.1928446827867
product a,always on,always on,google - non-branded search,2022-08-24,967.85715437583542
product a,always on,always on,google - non-branded search,2022-08-25,1027.97784746871
product a,always on,always on,google - non-branded search,2022-08-26,1006.4701673580828
product a,always on,always on,google - non-branded search,2022-08-27,1008.5227887633628
product a,always on,always on,google - non-branded search,2022-08-28,929.54179694124628
product a,always on,always on,google - non-branded search,2022-08-29,2799.207771765256
product a,always on,always on,google - non-branded search,2022-08-30,977.46106882166578
product a,always on,always on,google - non-branded search,2022-08-31,1024.0128169057475
product a,always on,always on,google - non-branded search,2022-09-01,1002.0087044465154
product a,always on,always on,google - non-branded search,2022-09-02,1009.0102372457737
product a,always on,always on,google - non-branded search,2022-09-03,944.876400232953
product a,always on,always on,google - non-branded search,2022-09-04,921.99253874587248
product a,always on,always on,google - non-branded search,2022-09-05,2779.0149869045981
product a,always on,always on,google - non-branded search,2022-09-06,981.94549699373306
product a,always on,always on,google - non-branded search,2022-09-07,1038.5026488329158
product a,always on,always on,google - non-branded search,2022-09-08,979.19307569909756
product a,always on,always on,google - non-branded search,2022-09-09,1016.0028100973037
product a,always on,always on,google - non-branded search,2022-09-10,956.33124741604354
product a,always on,always on,google - non-branded search,2022-09-11,955.25920538193554
